Unit	N0	N1	N2	Pop	Pop_Cent_Lon	Pop_Cent_Lat	Area_Cent_Lon	Area_Cent_Lat
336	Portugal	Madeira	Porto Santo	4459.0	-16.350841080123956	33.06397948717948	-16.333333333333343	33.06666666666666
337	Portugal	Madeira	Ribeira Brava	12898.0	-17.050831485587565	32.680456863228876	-17.05000000000001	32.658333333333324
338	Portugal	Madeira	Santa Cruz	40662.0	-16.832909909909915	32.660402281597115	-16.84166666666667	32.69166666666666
339	Portugal	Madeira	Santana	7559.0	-16.880748840291602	32.80640599001663	-16.89166666666668	32.79999999999999
340	Portugal	Madeira	São Vicente	5949.0	-17.044029850746284	32.802533039647564	-17.01666666666668	32.783333333333324
341	Portugal	Portalegre	Alter do Chão	3723.0	-7.659210526315775	39.20026092628832	-7.699999999999989	39.199999999999996
342	Portugal	Portalegre	Arronches	3348.0	-7.284285714285687	39.123882059504716	-7.199999999999989	39.133333333333326
343	Portugal	Portalegre	Avis	4831.0	-7.888142054574615	39.054392265193364	-7.816666666666663	38.91666666666666
344	Portugal	Portalegre	Campo Maior	8417.0	-7.067617289016567	39.01601864483856	-7.058333333333337	38.974999999999994
345	Portugal	Portalegre	Castelo de Vide	3612.0	-7.4529082321187445	39.41658338232411	-7.466666666666669	39.43333333333333
346	Portugal	Portalegre	Crato	4013.0	-7.726417525773201	39.30221273291925	-7.650000000000006	39.31666666666666
347	Portugal	Portalegre	Elvas	23169.0	-7.165630679752809	38.87856755126658	-7.158333333333331	38.76666666666666
348	Portugal	Portalegre	Fronteira	3526.0	-7.646075509190268	39.05727083333333	-7.650000000000006	39.06666666666666
349	Portugal	Portalegre	Gavião	4622.0	-7.935715733982164	39.45885416666666	-7.900000000000006	39.45833333333333
350	Portugal	Portalegre	Marvão	3729.0	-7.37673992673993	39.39748490945673	-7.375	39.35833333333333
351	Portugal	Portalegre	Monforte	3327.0	-7.436894208037813	39.05613532110091	-7.508333333333326	39.099999999999994
352	Portugal	Portalegre	Nisa	8024.0	-7.647638985810659	39.512602711585856	-7.650000000000006	39.449999999999996
353	Portugal	Portalegre	Ponte de Sôr	17311.0	-8.010832467082452	39.244857713429845	-8.050000000000011	39.199999999999996
354	Portugal	Portalegre	Portalegre	25370.0	-7.4250660142901665	39.289819214876026	-7.383333333333326	39.09166666666666
355	Portugal	Portalegre	Sousel	5353.0	-7.673446209587496	38.956547884187074	-7.75	38.86666666666666
