from_loc,to_loc,from_pop,from_x,from_y,to_pop,to_x,to_y,euc_dist,predict_model
2,87,246465.2656,-17.4860001,14.7363005,57324.16797,-15.8064003,13.0565996,2.375384306,225.9708752
2,88,246465.2656,-17.4860001,14.7363005,23048.98633,-15.3434,12.7777004,2.90290364,103.6348284
2,89,246465.2656,-17.4860001,14.7363005,93645.96094,-15.4328003,12.8795004,2.768273113,216.1777773
2,90,246465.2656,-17.4860001,14.7363005,36645.66797,-15.5562,13.2672005,2.425362496,176.9167137
2,91,246465.2656,-17.4860001,14.7363005,56364.02344,-15.3692999,12.6613998,2.96405679,151.2479537
2,92,246465.2656,-17.4860001,14.7363005,55281.79297,-15.8837004,12.8015003,2.512133783,201.1488737
2,93,246465.2656,-17.4860001,14.7363005,19258.11523,-16.6583996,12.4329996,2.44747168,129.1378445
2,94,246465.2656,-17.4860001,14.7363005,26327.73047,-16.5769005,12.5110998,2.403742964,154.1757038
2,95,246465.2656,-17.4860001,14.7363005,62948.53906,-16.1446991,13.0285997,2.171481152,276.836912
2,96,246465.2656,-17.4860001,14.7363005,98502.60938,-16.1807003,12.7421999,2.383326409,288.8143095
2,97,246465.2656,-17.4860001,14.7363005,73345.44531,-16.5951996,12.9272003,2.016524005,339.0076334
2,98,246465.2656,-17.4860001,14.7363005,60758.39063,-16.4631996,12.7404003,2.242707843,257.13619
2,99,246465.2656,-17.4860001,14.7363005,17657.74414,-16.3913002,12.4847002,2.503611747,119.1380177
2,100,246465.2656,-17.4860001,14.7363005,245244.6875,-16.1114998,12.5361996,2.594165578,379.3735172
2,101,246465.2656,-17.4860001,14.7363005,66604.46875,-12.5393,12.8153,5.306607655,58.02844706
2,102,246465.2656,-17.4860001,14.7363005,22716.37891,-11.6716995,12.7440004,6.146165565,27.1243653
2,103,246465.2656,-17.4860001,14.7363005,8320.566406,-12.6141005,12.5150003,5.354398219,21.74508666
2,104,246465.2656,-17.4860001,14.7363005,15512.77246,-12.9040003,12.6515999,5.033954585,32.40432619
2,105,246465.2656,-17.4860001,14.7363005,17691.00195,-11.9797001,12.5506001,5.924240536,25.78387557
2,106,246465.2656,-17.4860001,14.7363005,22078.26758,-11.9626999,13.1653996,5.742349235,30.20589481
2,107,246465.2656,-17.4860001,14.7363005,54841.98828,-13.8007002,14.0474005,3.749135709,98.3415521
2,108,246465.2656,-17.4860001,14.7363005,78039.13281,-13.2306995,13.2515001,4.506907523,83.5046649
2,109,246465.2656,-17.4860001,14.7363005,55098.83984,-14.1652002,13.6549997,3.492409397,111.8025174
2,110,246465.2656,-17.4860001,14.7363005,138632.125,-14.2510004,14.2593002,3.269977423,192.881884
2,111,246465.2656,-17.4860001,14.7363005,44462.6875,-14.5630999,13.8547001,3.052960014,128.544017
2,112,246465.2656,-17.4860001,14.7363005,20666.31055,-13.3914003,14.2290001,4.125906109,52.72695145
2,113,246465.2656,-17.4860001,14.7363005,34657.72656,-12.6901999,13.5928001,4.930242664,48.83635344
2,114,246465.2656,-17.4860001,14.7363005,24339.50195,-13.2209997,13.7962999,4.367359562,51.41617476
2,115,246465.2656,-17.4860001,14.7363005,49944.72266,-12.7406998,14.2122002,4.77415501,61.27061777
2,116,246465.2656,-17.4860001,14.7363005,96341.28125,-12.4475002,14.7987003,5.038886283,75.51505666
2,117,246465.2656,-17.4860001,14.7363005,27949.98438,-12.1356001,13.816,5.428971649,37.23650592
2,118,246465.2656,-17.4860001,14.7363005,43837.83203,-12.3486996,14.3725004,5.15016572,50.39865099
2,119,246465.2656,-17.4860001,14.7363005,207638.5,-13.5158005,15.6449003,4.072841571,157.4712902
2,120,246465.2656,-17.4860001,14.7363005,88332.67188,-13.7130003,15.8657999,3.938438318,112.4084783
2,121,246465.2656,-17.4860001,14.7363005,76887.625,-14.1519003,15.0333996,3.347310764,140.7336286
