Unit	N0	N1	N2	N3	Pop	Pop_Cent_Lon	Pop_Cent_Lat	Area_Cent_Lon	Area_Cent_Lat
1295	Portugal	Braga	Barcelos	Vilar Do Monte	274.0	-8.67083333333332	41.56108058608058	-8.675000000000011	41.55833333333333
1296	Portugal	Braga	Braga	Adaúfe	4544.0	-8.40338660578388	41.59367037294417	-8.408333333333331	41.56666666666666
1297	Portugal	Braga	Braga	Arcos	422.0	-8.429166666666674	41.52083333333333	-8.433333333333337	41.52499999999999
1298	Portugal	Braga	Braga	Arentim	993.0	-8.509789875835736	41.48906971375808	-8.51666666666668	41.48333333333333
1299	Portugal	Braga	Braga	Aveleda	1172.0	-8.467409470752074	41.52587786259541	-8.466666666666669	41.52499999999999
1300	Portugal	Braga	Braga	Braga (Cividade)	0	NA	NA	NA	NA
1301	Portugal	Braga	Braga	Braga (Maximinos)	8503.0	-8.438656690746484	41.55260946841169	-8.441666666666663	41.54999999999999
1302	Portugal	Braga	Braga	Braga (São João Do Souto)	5572.0	-8.429166666666674	41.55416666666666	-8.433333333333337	41.55833333333333
1303	Portugal	Braga	Braga	Braga (São José De São Lázaro)	15276.0	-8.425326599907919	41.547385444743924	-8.425000000000011	41.54999999999999
1304	Portugal	Braga	Braga	Braga (São Vicente)	7113.0	-8.422031985871286	41.56285050289545	-8.425000000000011	41.56666666666666
1305	Portugal	Braga	Braga	Braga (São Vítor)	20694.0	-8.406722249738607	41.55894903806794	-8.408333333333331	41.55833333333333
1306	Portugal	Braga	Braga	Braga (Sé)	0	NA	NA	NA	NA
1307	Portugal	Braga	Braga	Cabreiros	1233.0	-8.488115006150053	41.54189442658092	-8.491666666666674	41.54166666666666
1308	Portugal	Braga	Braga	Celeirós	4034.0	-8.450493002544533	41.516459601081806	-8.449999999999989	41.51666666666666
1309	Portugal	Braga	Braga	Crespos	807.0	-8.36394389438945	41.60651105651105	-8.366666666666674	41.60833333333333
1310	Portugal	Braga	Braga	Cunha	273.0	-8.519750656167986	41.50129399585921	-8.51666666666668	41.49999999999999
1311	Portugal	Braga	Braga	Dume	2588.0	-8.436501597444078	41.57108063855914	-8.441666666666663	41.574999999999996
1312	Portugal	Braga	Braga	Escudeiros	1532.0	-8.430526315789479	41.480586357526875	-8.433333333333337	41.46666666666666
1313	Portugal	Braga	Braga	Espinho	910.0	-8.361999999999995	41.54828388598022	-8.366666666666674	41.54999999999999
1314	Portugal	Braga	Braga	Esporões	1701.0	-8.425925925925924	41.51269743589743	-8.425000000000011	41.508333333333326
1315	Portugal	Braga	Braga	Este (São Mamede)	2053.0	-8.359237875288699	41.575735517136785	-8.35833333333332	41.54999999999999
1316	Portugal	Braga	Braga	Este (São Pedro)	3599.0	-8.376987547892725	41.56793179317931	-8.375	41.56666666666666
1317	Portugal	Braga	Braga	Ferreiros	4694.0	-8.448861730170137	41.533145911425784	-8.449999999999989	41.533333333333324
1318	Portugal	Braga	Braga	Figueiredo 1	275.0	-8.44788288288288	41.50418181818181	-8.449999999999989	41.49999999999999
1319	Portugal	Braga	Braga	Fradelos	493.0	-8.479175118323212	41.51250845165652	-8.48333333333332	41.51666666666666
1320	Portugal	Braga	Braga	Fraião	3762.0	-8.404166666666669	41.537499999999994	-8.408333333333331	41.54166666666666
1321	Portugal	Braga	Braga	Frossos	1238.0	-8.45416666666668	41.570833333333326	-8.458333333333343	41.574999999999996
1322	Portugal	Braga	Braga	Gondizalves	644.0	-8.457039711191356	41.54740028490028	-8.458333333333343	41.54999999999999
1323	Portugal	Braga	Braga	Gualtar	1790.0	-8.387845331720115	41.570833333333326	-8.39166666666668	41.56666666666666
1324	Portugal	Braga	Braga	Guisande	401.0	-8.461987704918045	41.481113138686126	-8.458333333333343	41.48333333333333
1325	Portugal	Braga	Braga	Lamaçães	14366.0	-8.403257038469803	41.54791071365576	-8.400000000000006	41.54166666666666
1326	Portugal	Braga	Braga	Lamas	507.0	-8.43750821827743	41.50417488494411	-8.441666666666663	41.508333333333326
1327	Portugal	Braga	Braga	Lomar	12154.0	-8.431855033152516	41.536099813125205	-8.433333333333337	41.52499999999999
1328	Portugal	Braga	Braga	Merelim (São Paio)	1962.0	-8.46428684376977	41.588765227021035	-8.474999999999994	41.58333333333333
1329	Portugal	Braga	Braga	Merelim (São Pedro)	2458.0	-8.457540581351452	41.581409052982885	-8.458333333333343	41.58333333333333
1330	Portugal	Braga	Braga	Mire De Tibães	1344.0	-8.479176516942488	41.56782899921197	-8.48333333333332	41.56666666666666
1331	Portugal	Braga	Braga	Morreira	1013.0	-8.410853227232536	41.50031685678073	-8.408333333333331	41.49166666666666
1332	Portugal	Braga	Braga	Navarra	279.0	-8.387499999999989	41.60620567375886	-8.383333333333326	41.60833333333333
1333	Portugal	Braga	Braga	Nogueira	9962.0	-8.410413546347144	41.532413804782216	-8.408333333333331	41.52499999999999
1334	Portugal	Braga	Braga	Nogueiró	4936.0	-8.39384633911368	41.55330234833659	-8.383333333333326	41.54999999999999
1335	Portugal	Braga	Braga	Oliveira (São Pedro)	401.0	-8.473354792560798	41.47886505808757	-8.474999999999994	41.474999999999994
1336	Portugal	Braga	Braga	Padim Da Graça	1435.0	-8.494298986486513	41.56396205707117	-8.5	41.56666666666666
1337	Portugal	Braga	Braga	Palmeira	5640.0	-8.436769005847964	41.59370642201834	-8.449999999999989	41.574999999999996
1338	Portugal	Braga	Braga	Panoias	929.0	-8.47083781844276	41.579171151776094	-8.474999999999994	41.58333333333333
1339	Portugal	Braga	Braga	Parada De Tibães	1840.0	-8.466023284313735	41.56735626453971	-8.466666666666669	41.56666666666666
1340	Portugal	Braga	Braga	Passos (São Julião)	1032.0	-8.502432432432414	41.52898550724637	-8.508333333333326	41.51666666666666
1341	Portugal	Braga	Braga	Pedralva	1148.0	-8.31547144754316	41.560479199578715	-8.316666666666663	41.55833333333333
1342	Portugal	Braga	Braga	Penso (Santo Estêvão)	848.0	-8.423010380622856	41.49196969696969	-8.416666666666657	41.49166666666666
1343	Portugal	Braga	Braga	Penso (São Vicente)	696.0	-8.43866498740553	41.49428007889546	-8.449999999999989	41.48333333333333
1344	Portugal	Braga	Braga	Pousada	539.0	-8.351892285298419	41.606355932203385	-8.349999999999994	41.60833333333333
1345	Portugal	Braga	Braga	Priscos	1943.0	-8.486212737127374	41.50115350488021	-8.48333333333332	41.49999999999999
1346	Portugal	Braga	Braga	Real	3437.0	-8.443770923003342	41.56250121229754	-8.449999999999989	41.55833333333333
1347	Portugal	Braga	Braga	Ruilhe	1035.0	-8.49835224203133	41.49602693602693	-8.5	41.49999999999999
1348	Portugal	Braga	Braga	Santa Lucrécia De Algeriz	864.0	-8.37239393939393	41.59641129032258	-8.375	41.58333333333333
1349	Portugal	Braga	Braga	Semelhe	685.0	-8.462646370023407	41.55187074829931	-8.474999999999994	41.54999999999999
1350	Portugal	Braga	Braga	Sequeira	1370.0	-8.473145539906085	41.534495393634835	-8.474999999999994	41.52499999999999
1351	Portugal	Braga	Braga	Tadim	863.0	-8.489898024219258	41.512702265372155	-8.5	41.508333333333326
1352	Portugal	Braga	Braga	Tebosa	728.0	-8.482154088050322	41.48749999999999	-8.491666666666674	41.48333333333333
1353	Portugal	Braga	Braga	Tenões	2154.0	-8.388597262952118	41.56249999999999	-8.39166666666668	41.55833333333333
1354	Portugal	Braga	Braga	Trandeiras	907.0	-8.424981684981674	41.50417126056596	-8.425000000000011	41.49999999999999
1355	Portugal	Braga	Braga	Vilaça	418.0	-8.481498756218912	41.52083333333333	-8.491666666666674	41.51666666666666
1356	Portugal	Braga	Braga	Vimieiro	1538.0	-8.464194577352458	41.509392735527804	-8.474999999999994	41.508333333333326
1357	Portugal	Braga	Cabeceiras de Basto	Abadim	610.0	-7.9889274691358025	41.53814878892732	-7.991666666666674	41.55833333333333
1358	Portugal	Braga	Cabeceiras de Basto	Alvite	1332.0	-7.999431057563584	41.50766882183907	-8.01666666666668	41.49166666666666
1359	Portugal	Braga	Cabeceiras de Basto	Arco De Baúlhe	2261.0	-7.961413530465961	41.48544401544401	-7.958333333333343	41.48333333333333
1360	Portugal	Braga	Cabeceiras de Basto	Basto	688.0	-7.987337057728098	41.493887704335464	-8.0	41.48333333333333
1361	Portugal	Braga	Cabeceiras de Basto	Bucos	758.0	-8.05327380952383	41.57482638888889	-8.050000000000011	41.55833333333333
1362	Portugal	Braga	Cabeceiras de Basto	Cabeceiras De Basto	749.0	-8.01859567901235	41.55184903748733	-8.041666666666657	41.533333333333324
1363	Portugal	Braga	Cabeceiras de Basto	Cavez	1238.0	-7.907798165137621	41.507186732186724	-7.900000000000006	41.49166666666666
1364	Portugal	Braga	Cabeceiras de Basto	Faia	1000.0	-7.98333333333332	41.480161516853926	-7.98333333333332	41.46666666666666
1365	Portugal	Braga	Cabeceiras de Basto	Gondiães	207.0	-7.835507246376807	41.589265536723154	-7.841666666666669	41.58333333333333
1366	Portugal	Braga	Cabeceiras de Basto	Outeiro	537.0	-8.028467153284652	41.51273739358218	-8.041666666666657	41.51666666666666
1367	Portugal	Braga	Cabeceiras de Basto	Painzela	665.0	-8.012892512077286	41.52943666082895	-8.025000000000006	41.51666666666666
1368	Portugal	Braga	Cabeceiras de Basto	Passos	269.0	-8.043495934959367	41.488848039215675	-8.050000000000011	41.49166666666666
1369	Portugal	Braga	Cabeceiras de Basto	Pedraça	702.0	-7.969623655913978	41.50093167701863	-7.958333333333343	41.49999999999999
1370	Portugal	Braga	Cabeceiras de Basto	Refojos De Basto	4405.0	-7.991248025276462	41.513985970186646	-7.991666666666674	41.51666666666666
1371	Portugal	Braga	Cabeceiras de Basto	Rio Douro	910.0	-7.953598484848499	41.54741887905604	-7.958333333333343	41.54999999999999
1372	Portugal	Braga	Cabeceiras de Basto	Vila Nune	376.0	-7.951457194899831	41.46263763763763	-7.958333333333343	41.45833333333333
1373	Portugal	Braga	Cabeceiras de Basto	Vilar De Cunhas	225.0	-7.855505952380952	41.561249999999994	-7.849999999999994	41.55833333333333
1374	Portugal	Braga	Celorico de Basto	Agilde	1000.0	-8.126697530864192	41.364336372847006	-8.133333333333326	41.34166666666666
1375	Portugal	Braga	Celorico de Basto	Arnóia	2004.0	-8.014787234042558	41.3733734402852	-8.01666666666668	41.324999999999996
1376	Portugal	Braga	Celorico de Basto	Basto (Santa Tecla)	166.0	-8.04878277153557	41.38791390728476	-8.050000000000011	41.39166666666666
1377	Portugal	Braga	Celorico de Basto	Basto (São Clemente)	1151.0	-8.030701754385973	41.47068713450292	-8.041666666666657	41.45833333333333
1378	Portugal	Braga	Celorico de Basto	Borba De Montanha	1215.0	-8.100806451612897	41.390255530129664	-8.099999999999994	41.37499999999999
1379	Portugal	Braga	Celorico de Basto	Britelo	2680.0	-7.998150510204084	41.39080284552845	-8.0	41.39166666666666
1380	Portugal	Braga	Celorico de Basto	Caçarilhe	413.0	-8.043776371308013	41.426129943502815	-8.050000000000011	41.42499999999999
1381	Portugal	Braga	Celorico de Basto	Canedo De Basto	1098.0	-7.963699040767409	41.442803030303025	-7.966666666666669	41.44166666666666
1382	Portugal	Braga	Celorico de Basto	Carvalho	824.0	-8.071046228710486	41.38200301204819	-8.066666666666663	41.36666666666666
1383	Portugal	Braga	Celorico de Basto	Codeçoso	454.0	-8.022647058823537	41.33932552954292	-8.025000000000006	41.34166666666666
1384	Portugal	Braga	Celorico de Basto	Corgo	245.0	-7.992261904761904	41.4434829059829	-7.991666666666674	41.43333333333333
1385	Portugal	Braga	Celorico de Basto	Fervença	1509.0	-8.090527065527056	41.36140248640248	-8.099999999999994	41.35833333333333
1386	Portugal	Braga	Celorico de Basto	Gagos	650.0	-8.00804843304843	41.433770651117584	-8.008333333333326	41.43333333333333
1387	Portugal	Braga	Celorico de Basto	Gémeos	613.0	-8.017075163398687	41.39654423380726	-8.025000000000006	41.383333333333326
1388	Portugal	Braga	Celorico de Basto	Infesta	317.0	-8.049444444444447	41.40084541062801	-8.050000000000011	41.39999999999999
1389	Portugal	Braga	Celorico de Basto	Molares	393.0	-7.996016260162577	41.41604068857589	-8.008333333333326	41.408333333333324
1390	Portugal	Braga	Celorico de Basto	Moreira Do Castelo	833.0	-8.067957746478868	41.35338874680306	-8.074999999999989	41.34166666666666
1391	Portugal	Braga	Celorico de Basto	Ourilhe	395.0	-8.018072289156606	41.41397754137115	-8.025000000000006	41.41666666666666
1392	Portugal	Braga	Celorico de Basto	Rego	1347.0	-8.080942028985504	41.427210144927535	-8.091666666666669	41.41666666666666
1393	Portugal	Braga	Celorico de Basto	Ribas	1487.0	-8.029800724637681	41.45833333333333	-8.041666666666657	41.43333333333333
1394	Portugal	Braga	Celorico de Basto	Vale De Bouro	709.0	-8.014631043256998	41.44399284253578	-8.01666666666668	41.44166666666666
1395	Portugal	Braga	Celorico de Basto	Veade	1103.0	-7.986635546334696	41.4186392224128	-7.98333333333332	41.408333333333324
1396	Portugal	Braga	Esposende	Antas	2883.0	-8.769044384057963	41.60613268608414	-8.775000000000006	41.60833333333333
1397	Portugal	Braga	Esposende	Apúlia	3858.0	-8.770500963391129	41.48699366622477	-8.76666666666668	41.48333333333333
1398	Portugal	Braga	Esposende	Belinho	1668.0	-8.784827586206916	41.58982866043613	-8.800000000000011	41.59166666666666
1399	Portugal	Braga	Esposende	Curvos	903.0	-8.737523277467432	41.565083798882675	-8.741666666666674	41.56666666666666
1400	Portugal	Braga	Esposende	Esposende	1399.0	-8.77962815405047	41.537485044268955	-8.783333333333331	41.533333333333324
1401	Portugal	Braga	Esposende	Fão	2310.0	-8.77079159300726	41.51252906131938	-8.775000000000006	41.508333333333326
1402	Portugal	Braga	Esposende	Fonte Boa	1936.0	-8.747491349480981	41.5028166118421	-8.75	41.49999999999999
1403	Portugal	Braga	Esposende	Forjães	2643.0	-8.738458262350917	41.610468085106376	-8.741666666666674	41.599999999999994
1404	Portugal	Braga	Esposende	Gandra	3254.0	-8.778653395784545	41.527681672919265	-8.76666666666668	41.52499999999999
1405	Portugal	Braga	Esposende	Gemeses	1235.0	-8.735648148148158	41.520989898989896	-8.73333333333332	41.508333333333326
1406	Portugal	Braga	Esposende	Mar	1237.0	-8.787393538913363	41.579170035030984	-8.791666666666657	41.574999999999996
1407	Portugal	Braga	Esposende	Marinhas	6168.0	-8.7800884955752	41.55327271129853	-8.775000000000006	41.54999999999999
1408	Portugal	Braga	Esposende	Palmeira De Faro	2151.0	-8.74468278731149	41.53917548500881	-8.741666666666674	41.533333333333324
1409	Portugal	Braga	Esposende	Rio Tinto	319.0	-8.719321895424827	41.4964628297362	-8.724999999999994	41.49166666666666
1410	Portugal	Braga	Esposende	Vila Chã	997.0	-8.755790598290616	41.57349323493234	-8.76666666666668	41.56666666666666
1411	Portugal	Braga	Fafe	Aboim	232.0	-8.086084905660385	41.548193473193464	-8.083333333333343	41.54999999999999
1412	Portugal	Braga	Fafe	Agrela	66.0	-8.212500000000006	41.54583333333333	-8.216666666666669	41.54999999999999
1413	Portugal	Braga	Fafe	Antime	3197.0	-8.171124828532243	41.438734630455336	-8.166666666666657	41.43333333333333
1414	Portugal	Braga	Fafe	Ardegão	472.0	-8.133600000000001	41.40020661157024	-8.133333333333326	41.39999999999999
1415	Portugal	Braga	Fafe	Armil	628.0	-8.189674523007852	41.42246858832224	-8.199999999999989	41.42499999999999
1416	Portugal	Braga	Fafe	Arnozela	309.0	-8.126418439716332	41.38780141843971	-8.133333333333326	41.383333333333326
1417	Portugal	Braga	Fafe	Arões (Santa Cristina)	858.0	-8.218432671081672	41.44475036710719	-8.224999999999994	41.42499999999999
1418	Portugal	Braga	Fafe	Arões (São Romão)	2979.0	-8.224744376278124	41.45569310713739	-8.224999999999994	41.44166666666666
1419	Portugal	Braga	Fafe	Cepães	2338.0	-8.20329275905118	41.439054856743525	-8.208333333333343	41.42499999999999
1420	Portugal	Braga	Fafe	Estorãos	1142.0	-8.152483164983153	41.47833632555355	-8.14166666666668	41.48333333333333
1421	Portugal	Braga	Fafe	Fafe	15409.0	-8.17078844652616	41.45183978229052	-8.183333333333337	41.44166666666666
1422	Portugal	Braga	Fafe	Fareja	940.0	-8.229175016700054	41.41618236472945	-8.23333333333332	41.39999999999999
1423	Portugal	Braga	Fafe	Felgueiras	209.0	-8.119004065040656	41.52401960784313	-8.116666666666674	41.52499999999999
1424	Portugal	Braga	Fafe	Fornelos	965.0	-8.18216374269005	41.471800595238086	-8.183333333333337	41.474999999999994
1425	Portugal	Braga	Fafe	Freitas	565.0	-8.2224358974359	41.51335106382978	-8.224999999999994	41.51666666666666
1426	Portugal	Braga	Fafe	Golães	1320.0	-8.197622345337038	41.46184466019417	-8.199999999999989	41.46666666666666
1427	Portugal	Braga	Fafe	Gontim	0.0	0.0	0.0	0.0	0.0
1428	Portugal	Braga	Fafe	Medelo	1477.0	-8.162797619047609	41.47143317853456	-8.166666666666657	41.474999999999994
1429	Portugal	Braga	Fafe	Monte	229.0	-8.167525773195877	41.530476190476186	-8.166666666666657	41.533333333333324
1430	Portugal	Braga	Fafe	Moreira Do Rei	1524.0	-8.112093495934943	41.478763440860206	-8.10833333333332	41.474999999999994
1431	Portugal	Braga	Fafe	Passos	1036.0	-8.202158034528566	41.480457227138636	-8.208333333333343	41.48333333333333
1432	Portugal	Braga	Fafe	Pedraído	250.0	-8.11639344262295	41.51168261562998	-8.116666666666674	41.49166666666666
1433	Portugal	Braga	Fafe	Queimadela	570.0	-8.146996124031006	41.51961920529801	-8.158333333333331	41.49166666666666
1434	Portugal	Braga	Fafe	Quinchães	2320.0	-8.138982574480053	41.43944262890341	-8.14166666666668	41.43333333333333
1435	Portugal	Braga	Fafe	Regadas	2286.0	-8.151767676767662	41.4004400440044	-8.158333333333331	41.39999999999999
1436	Portugal	Braga	Fafe	Revelhe	668.0	-8.157073643410854	41.48970251716247	-8.158333333333331	41.49166666666666
1437	Portugal	Braga	Fafe	Ribeiros	702.0	-8.13370646766171	41.481038961038955	-8.133333333333326	41.474999999999994
1438	Portugal	Braga	Fafe	São Gens	3056.0	-8.125572916666641	41.454309964726626	-8.125	41.42499999999999
1439	Portugal	Braga	Fafe	Seidões	508.0	-8.126336477987422	41.41195555555555	-8.125	41.39999999999999
1440	Portugal	Braga	Fafe	Serafão	1387.0	-8.214360393603926	41.53737068965516	-8.208333333333343	41.51666666666666
1441	Portugal	Braga	Fafe	Silvares (São Clemente)	879.0	-8.16564665127018	41.428513394817735	-8.175000000000011	41.41666666666666
1442	Portugal	Braga	Fafe	Silvares (São Martinho)	643.0	-8.16649728997291	41.41222337482711	-8.175000000000011	41.39999999999999
1443	Portugal	Braga	Fafe	Travassós	1161.0	-8.191282565130251	41.49675245098038	-8.199999999999989	41.46666666666666
1444	Portugal	Braga	Fafe	Várzea Cova	489.0	-8.087500000000006	41.517934782608684	-8.074999999999989	41.508333333333326
1445	Portugal	Braga	Fafe	Vila Cova	323.0	-8.198933333333315	41.51260548523206	-8.199999999999989	41.51666666666666
1446	Portugal	Braga	Fafe	Vinhós	828.0	-8.181999999999988	41.48653744725738	-8.183333333333337	41.48333333333333
1447	Portugal	Braga	Guimarães	Abação	2047.0	-8.271598639455789	41.41139950166112	-8.275000000000006	41.41666666666666
1448	Portugal	Braga	Guimarães	Airão (Santa Maria)	1028.0	-8.41448412698412	41.45416666666666	-8.416666666666657	41.449999999999996
1449	Portugal	Braga	Guimarães	Airão (São João Baptista)	508.0	-8.4209985315712	41.46268861454046	-8.425000000000011	41.45833333333333
1450	Portugal	Braga	Guimarães	Aldão	2045.0	-8.278105546123356	41.46924160468785	-8.275000000000006	41.46666666666666
